,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
2553,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,45,0,0,0,0,0,0,0,0,0
2554,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,12.4,19.0,1.53,14.0,0.0,1.0,3.0,0.0,3.0,0.24,1.0,1.0,1.0,0.0,26,15,1117,3,2,3,0,0,1,0,0,1
2555,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,0.8,1.0,1.32,1.0,0.0,0.0,0.0,0.0,1.0,1.32,1.0,0.0,0.0,0.0,5,1,68,0,0,0,0,0,1,1,1,0
2556,Nicolás Serrano,es ESP,"MF,FW",Athletic Club,es La Liga,18,3.5,5.0,1.42,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,3,317,1,0,1,0,0,0,0,0,0
2557,Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,de Bundesliga,16,0.2,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,18,0,0,0,0,0,0,0,0,0
2558,Ryan Sessegnon,eng ENG,"DF,MF",Tottenham,eng Premier League,21,11.6,20.0,1.72,19.0,1.0,0.0,0.0,0.0,4.0,0.34,4.0,0.0,0.0,0.0,15,13,1047,0,2,0,0,0,2,0,1,0
2559,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,99,0,0,0,0,0,0,0,0,0
2560,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,16.7,59.0,3.53,34.0,20.0,1.0,3.0,0.0,6.0,0.36,2.0,0.0,0.0,0.0,28,17,1507,5,3,1,4,4,2,0,0,0
2561,Stephan El Shaarawy,it ITA,"FW,DF",Roma,it Serie A,28,11.7,51.0,4.35,43.0,0.0,4.0,3.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,27,8,1055,3,0,3,0,0,1,0,1,0
2562,Jamie Shackleton,eng ENG,"DF,MF",Leeds United,eng Premier League,21,7.9,10.0,1.27,8.0,1.0,0.0,1.0,0.0,1.0,0.13,0.0,0.0,1.0,0.0,14,7,709,0,0,0,0,0,4,0,0,0
2563,Xherdan Shaqiri,ch SUI,"FW,MF",Lyon,fr Ligue 1,29,7.5,24.0,3.18,18.0,4.0,0.0,2.0,0.0,3.0,0.4,2.0,0.0,0.0,0.0,11,9,679,2,3,2,0,0,0,0,0,0
2564,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,17.8,69.0,3.88,45.0,21.0,1.0,0.0,2.0,6.0,0.34,5.0,0.0,0.0,0.0,20,19,1601,0,3,0,0,0,8,0,1,0
2565,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,22.0,43.0,1.95,33.0,7.0,1.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,24,22,1983,2,1,2,0,0,7,1,0,0
2566,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,0.5,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,45,0,0,0,0,0,0,0,0,0
2567,Eldor Shomurodov,uz UZB,"FW,MF",Roma,it Serie A,26,8.7,30.0,3.45,29.0,0.0,1.0,0.0,0.0,5.0,0.57,4.0,1.0,0.0,0.0,28,5,784,3,4,3,0,0,2,0,1,0
2568,Shola Shoretire,eng ENG,MF,Manchester Utd,eng Premier League,17,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,16,0,0,0,0,0,0,0,1,0
2569,Mahame Siby,ml MLI,DF,Strasbourg,fr Ligue 1,25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,17,0,0,0,0,0,0,0,0,0
2570,Aboubakar Sidibé,fr FRA,DF,Clermont Foot,fr Ligue 1,25,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0,0,0
2571,Alassane Sidibe,ci CIV,MF,Atalanta,it Serie A,19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,6,0,0,0,0,0,0,0,0,0
2572,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,10.5,16.0,1.52,13.0,0.0,0.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,17,12,949,0,0,0,0,0,6,0,0,0
2574,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,0.9,3.0,3.38,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,80,0,0,0,0,0,0,0,0,1
2575,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,4.7,2.0,0.42,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,427,0,0,0,0,0,0,0,0,0
2576,Arnór Sigurðsson,is ISL,"FW,MF",Venezia,it Serie A,22,2.0,4.0,1.98,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,183,0,0,0,0,0,0,0,0,0
2577,Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,de Bundesliga,19,1.9,4.0,2.11,4.0,0.0,0.0,0.0,0.0,1.0,0.53,1.0,0.0,0.0,0.0,7,1,169,0,0,0,0,0,1,0,0,0
2578,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,12.0,23.0,1.91,20.0,1.0,0.0,2.0,0.0,3.0,0.25,2.0,0.0,1.0,0.0,17,12,1083,0,1,0,0,0,3,1,0,0
2579,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,23.1,51.0,2.21,34.0,0.0,4.0,8.0,1.0,15.0,0.65,10.0,1.0,3.0,0.0,33,24,2076,11,3,8,3,3,1,0,0,1
2580,Bernardo Silva,pt POR,"MF,FW",Manchester City,eng Premier League,26,31.7,137.0,4.32,110.0,2.0,10.0,9.0,0.0,17.0,0.54,13.0,0.0,2.0,0.0,35,33,2857,8,4,8,0,0,6,0,1,0
2581,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,29.6,91.0,3.08,63.0,17.0,2.0,3.0,2.0,12.0,0.41,10.0,0.0,1.0,0.0,34,31,2662,2,8,2,0,0,5,0,0,0
2582,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,19.1,98.0,5.13,77.0,8.0,7.0,1.0,1.0,15.0,0.78,11.0,0.0,0.0,0.0,25,22,1720,2,4,2,0,0,4,1,0,0
2583,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,6.4,16.0,2.51,9.0,0.0,4.0,3.0,0.0,2.0,0.31,1.0,0.0,1.0,0.0,22,6,572,0,0,0,0,0,0,0,0,1
2584,Gabriel Silva,br BRA,"DF,MF",Saint-Étienne,fr Ligue 1,30,7.9,5.0,0.63,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,9,713,0,0,0,0,0,1,0,0,0
2585,Jonathan Silva,ar ARG,"DF,FW",Getafe,es La Liga,27,2.5,3.0,1.19,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,226,0,0,0,0,0,4,0,0,0
2586,Rui Silva,pt POR,GK,Betis,es La Liga,27,21.8,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,21,1964,0,0,0,0,0,2,0,0,0
2587,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,36,29.4,32.0,1.09,26.0,0.0,0.0,4.0,1.0,1.0,0.03,0.0,0.0,0.0,0.0,32,28,2650,3,0,3,0,0,2,0,1,0
2588,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,35.0,2.0,0.06,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,35,3150,0,0,0,0,0,1,0,0,0
2589,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,21,22.3,18.0,0.81,15.0,0.0,0.0,2.0,0.0,2.0,0.09,1.0,0.0,0.0,0.0,28,23,2009,1,0,1,0,0,5,0,0,0
2590,Giovanni Simeone,ar ARG,FW,Hellas Verona,it Serie A,26,29.5,58.0,1.97,41.0,0.0,3.0,7.0,2.0,9.0,0.31,7.0,0.0,1.0,0.0,35,32,2653,17,5,17,0,1,8,0,0,1
2591,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,26,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,0,0,0,0,0,0,0,0,1
2592,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,18,0.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0
2593,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,0.7,1.0,1.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,61,0,0,0,0,0,0,0,0,1
2594,Moses Simon,ng NGA,"FW,MF",Nantes,fr Ligue 1,26,25.9,102.0,3.94,56.0,26.0,8.0,5.0,2.0,12.0,0.46,6.0,1.0,1.0,0.0,30,29,2332,6,8,6,0,0,3,0,0,0
2595,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,34.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34,3060,0,0,0,0,0,3,0,0,0
2596,Xavi Simons,nl NED,"MF,FW",Paris S-G,fr Ligue 1,18,1.5,2.0,1.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,132,0,0,0,0,0,1,0,1,0
2597,Wilfried Singo,ci CIV,DF,Torino,it Serie A,20,29.0,58.0,2.0,43.0,2.0,2.0,6.0,1.0,6.0,0.21,6.0,0.0,0.0,0.0,35,32,2607,3,4,3,0,0,5,1,0,0
2598,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,26,3.9,6.0,1.53,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,351,0,0,0,0,0,0,0,0,0
2600,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
2601,Hugo Siquet,be BEL,DF,Freiburg,de Bundesliga,19,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22,0,0,0,0,0,0,0,0,0
2602,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,37.0,4.0,0.11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,37,3330,0,0,0,0,0,0,0,0,0
2603,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,19,4.8,14.0,2.89,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,436,0,0,0,0,0,3,1,0,0
2604,Ibrahima Sissoko,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,23,25.6,57.0,2.23,45.0,0.0,5.0,2.0,1.0,8.0,0.31,7.0,0.0,0.0,0.0,35,26,2303,2,5,2,0,0,6,0,0,0
2605,Moussa Sissoko,fr FRA,MF,Watford,eng Premier League,31,35.8,75.0,2.1,62.0,0.0,4.0,3.0,5.0,3.0,0.08,1.0,1.0,0.0,1.0,36,36,3220,2,1,2,0,0,5,0,0,0
2606,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,45,0,0,0,0,0,1,0,0,0
2607,Sambou Sissoko,fr FRA,"MF,DF",Reims,fr Ligue 1,22,2.0,6.0,3.07,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,176,0,0,0,0,0,0,0,0,0
2608,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,277,0,0,0,0,0,1,0,0,0
2609,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,26,20.2,29.0,1.43,28.0,0.0,0.0,0.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,22,20,1820,4,1,4,0,0,3,0,0,0
2610,Oliver Skipp,eng ENG,MF,Tottenham,eng Premier League,20,15.0,24.0,1.6,22.0,0.0,1.0,1.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,18,14,1350,0,0,0,0,0,6,0,1,0
2611,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,21,13.0,12.0,0.92,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,13,1172,0,0,0,0,0,4,2,0,0
2612,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,36.0,1.0,0.03,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,36,3240,0,0,0,0,0,4,0,0,0
2613,Andreas Skov Olsen,dk DEN,"FW,DF",Bologna,it Serie A,21,8.3,23.0,2.77,17.0,3.0,1.0,1.0,0.0,6.0,0.72,3.0,1.0,0.0,0.0,18,6,747,0,2,0,0,0,0,0,0,0
2614,Robert Skov,dk DEN,"FW,DF",Hoffenheim,de Bundesliga,25,4.1,16.0,3.91,7.0,4.0,0.0,4.0,1.0,3.0,0.73,1.0,0.0,2.0,0.0,12,3,368,0,1,0,0,0,1,0,0,0
2615,Milan Škriniar,sk SVK,DF,Inter,it Serie A,26,35.0,38.0,1.09,29.0,0.0,0.0,5.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,35,35,3150,3,0,3,0,0,3,0,1,0
2616,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,33,6.4,14.0,2.2,10.0,0.0,0.0,3.0,0.0,2.0,0.31,1.0,0.0,1.0,0.0,12,6,573,1,1,1,0,0,3,0,0,1
2617,William Smallbone,ie IRL,"MF,FW",Southampton,eng Premier League,21,1.5,2.0,1.35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,133,0,0,0,0,0,0,0,0,0
2618,Chris Smalling,eng ENG,DF,Roma,it Serie A,31,23.2,8.0,0.34,6.0,0.0,0.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,27,23,2091,3,0,3,0,0,0,0,1,0
2619,Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,eng Premier League,21,21.3,67.0,3.14,52.0,4.0,5.0,4.0,0.0,6.0,0.28,5.0,0.0,0.0,0.0,33,21,1921,10,2,10,0,0,1,0,1,0
2620,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,29,16.5,37.0,2.24,27.0,9.0,0.0,1.0,0.0,3.0,0.18,2.0,0.0,0.0,0.0,21,16,1486,1,1,1,0,0,3,0,1,0
2621,Danilo Soares,br BRA,DF,Bochum,de Bundesliga,29,28.5,60.0,2.11,43.0,5.0,2.0,0.0,4.0,5.0,0.18,4.0,0.0,0.0,0.0,30,30,2564,0,1,0,0,0,4,0,0,0
2622,Rubén Sobrino,es ESP,MF,Valencia,es La Liga,29,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,14,0,0,0,0,0,0,0,0,0
2623,Rubén Sobrino,es ESP,"FW,MF",Cádiz,es La Liga,29,20.7,53.0,2.57,28.0,0.0,8.0,6.0,5.0,6.0,0.29,1.0,1.0,1.0,1.0,33,19,1861,4,1,4,0,0,4,0,0,0
2624,Alex Sola,es ESP,"DF,FW",Real Sociedad,es La Liga,22,0.5,1.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,41,0,0,0,0,0,0,0,0,0
2626,Augusto Solari,ar ARG,"MF,DF",Celta Vigo,es La Liga,29,7.9,23.0,2.9,15.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,4,714,0,0,0,0,0,5,0,0,0
2627,Roberto Soldado,es ESP,FW,Levante,es La Liga,36,7.4,14.0,1.85,10.0,0.0,3.0,0.0,0.0,2.0,0.26,2.0,0.0,0.0,0.0,18,7,664,3,2,3,0,0,7,2,0,1
2628,Carlos Soler,es ESP,MF,Valencia,es La Liga,24,27.5,88.0,3.2,46.0,37.0,0.0,2.0,0.0,8.0,0.29,4.0,0.0,0.0,0.0,32,28,2474,11,5,4,7,7,4,0,0,0
2629,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,33.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,33,33,2970,0,1,0,0,0,2,0,0,0
2630,Son,es ESP,DF,Levante,es La Liga,27,21.9,39.0,1.78,33.0,2.0,1.0,1.0,1.0,4.0,0.18,3.0,0.0,0.0,0.0,26,22,1971,1,0,1,0,0,5,1,0,0
2631,Brandon Soppy,fr FRA,"DF,MF",Udinese,it Serie A,19,8.6,15.0,1.74,7.0,0.0,1.0,1.0,1.0,2.0,0.23,0.0,0.0,1.0,0.0,28,7,777,0,0,0,0,0,4,0,0,0
2632,David Soria,es ESP,GK,Getafe,es La Liga,28,37.9,4.0,0.11,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,38,3414,0,0,0,0,0,4,0,0,0
2633,Roberto Soriano,it ITA,MF,Bologna,it Serie A,30,29.1,102.0,3.5,90.0,1.0,0.0,4.0,3.0,10.0,0.34,10.0,0.0,0.0,0.0,35,32,2622,0,4,0,0,0,6,2,0,0
2634,Alberto Soro,es ESP,"MF,FW",Granada,es La Liga,22,6.4,13.0,2.02,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,7,578,0,0,0,0,0,0,0,0,0
2635,Borna Sosa,hr CRO,"DF,FW",Stuttgart,de Bundesliga,23,27.8,117.0,4.22,74.0,28.0,5.0,4.0,1.0,15.0,0.54,11.0,1.0,0.0,0.0,28,28,2498,1,8,1,0,0,4,0,0,0
2636,Hugo Sotelo,es ESP,FW,Celta Vigo,es La Liga,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0,0,1
2637,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,30,27.6,79.0,2.87,58.0,0.0,7.0,7.0,3.0,9.0,0.33,4.0,1.0,3.0,0.0,35,28,2480,6,4,4,2,2,7,0,0,0
2638,Riccardo Sottil,it ITA,FW,Fiorentina,it Serie A,22,13.8,33.0,2.4,21.0,0.0,4.0,3.0,1.0,3.0,0.22,2.0,0.0,0.0,1.0,24,14,1239,3,2,3,0,0,4,1,0,1
2639,Tomáš Souček,cz CZE,MF,West Ham,eng Premier League,26,34.0,42.0,1.23,36.0,0.0,0.0,3.0,1.0,4.0,0.12,4.0,0.0,0.0,0.0,35,34,3062,5,1,5,0,0,3,0,0,0
2640,Matìas Soulé,ar ARG,FW,Juventus,it Serie A,18,0.1,2.0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,0,0,0,0,0,0,0,1,1
2641,Sambou Soumano,sn SEN,"FW,MF",Lorient,fr Ligue 1,20,5.0,10.0,2.02,6.0,0.0,3.0,0.0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,21,4,447,3,0,3,0,0,1,0,0,0
2642,Adama Soumaoro,fr FRA,DF,Bologna,it Serie A,29,25.2,12.0,0.48,11.0,0.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,28,26,2266,0,0,0,0,0,6,2,0,0
2643,Boubakary Soumaré,fr FRA,MF,Leicester City,eng Premier League,22,12.2,18.0,1.47,14.0,0.0,2.0,0.0,1.0,2.0,0.16,2.0,0.0,0.0,0.0,19,12,1102,0,1,0,0,0,0,0,0,0
2644,Arnaud Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29,25.9,49.0,1.89,31.0,6.0,6.0,3.0,1.0,6.0,0.23,5.0,0.0,0.0,0.0,34,27,2334,1,3,1,0,0,4,0,0,0
2645,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24,26.8,57.0,2.12,45.0,2.0,0.0,2.0,4.0,7.0,0.26,6.0,0.0,0.0,0.0,31,28,2415,2,3,2,0,0,5,0,0,0
2646,Saidou Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,19,11.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,13,11,989,2,1,2,0,0,2,0,0,0
2647,Çağlar Söyüncü,tr TUR,DF,Leicester City,eng Premier League,25,27.7,14.0,0.5,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,2497,1,0,1,0,0,5,0,0,0
2648,Leonardo Spinazzola,it ITA,DF,Roma,it Serie A,28,1.4,5.0,3.54,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,127,0,0,0,0,0,1,0,1,0
2649,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,5,5,450,0,0,0,0,0,1,0,0,0
2650,Tony Springett,eng ENG,"MF,FW",Norwich City,eng Premier League,18,1.6,3.0,1.91,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,141,0,0,0,0,0,1,0,0,0
2652,Jerry St. Juste,nl NED,DF,Mainz 05,de Bundesliga,24,6.7,13.0,1.94,7.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,604,1,0,1,0,0,0,0,0,0
2653,Anton Stach,de GER,MF,Mainz 05,de Bundesliga,22,20.7,58.0,2.81,34.0,10.0,2.0,5.0,0.0,10.0,0.48,8.0,0.0,1.0,0.0,29,20,1861,1,6,1,0,0,6,0,0,0
2654,Kostas Stafylidis,gr GRE,"DF,MF",Bochum,de Bundesliga,27,15.4,34.0,2.2,15.0,14.0,1.0,3.0,1.0,3.0,0.19,0.0,0.0,1.0,1.0,24,15,1388,0,1,0,0,0,3,1,0,0
2655,Luca Stanga,it ITA,DF,Milan,it Serie A,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,1,0
2656,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,21,7.2,17.0,2.37,14.0,1.0,0.0,2.0,0.0,1.0,0.14,0.0,0.0,1.0,0.0,13,6,644,1,0,1,0,0,1,0,1,0
2657,Niklas Stark,de GER,DF,Hertha BSC,de Bundesliga,26,22.6,12.0,0.53,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,22,2031,1,0,1,0,0,3,0,0,0
2658,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
2659,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
2660,Renato Steffen,ch SUI,"FW,MF",Wolfsburg,de Bundesliga,29,10.7,35.0,3.26,26.0,1.0,1.0,1.0,2.0,2.0,0.19,1.0,0.0,1.0,0.0,20,13,967,0,1,0,0,0,6,0,0,0
2661,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,1,0
2662,Calvin Stengs,nl NED,MF,Nice,fr Ligue 1,22,11.9,40.0,3.36,29.0,7.0,2.0,2.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,24,11,1073,1,1,1,0,0,1,0,0,0
2663,Pascal Stenzel,de GER,DF,Stuttgart,de Bundesliga,25,10.0,19.0,1.91,15.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,9,899,0,0,0,0,0,1,0,0,0
2664,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1.4,1.0,0.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,124,0,0,0,0,0,1,0,0,0
2665,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,9.0,6.0,0.67,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,9,811,0,0,0,0,0,3,0,0,0
2666,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,26,23.6,93.0,3.93,72.0,1.0,12.0,4.0,0.0,10.0,0.42,5.0,0.0,2.0,0.0,30,23,2128,13,5,11,2,3,1,0,1,1
2667,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,0,0,0,0,0,0,0,0,0
2668,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,18.8,32.0,1.7,30.0,0.0,0.0,2.0,0.0,4.0,0.21,4.0,0.0,0.0,0.0,26,18,1693,2,1,2,0,0,1,0,0,0
2669,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,32,18.1,64.0,3.54,53.0,2.0,1.0,5.0,2.0,7.0,0.39,7.0,0.0,0.0,0.0,26,20,1629,4,5,4,0,2,10,0,0,0
2670,Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,45,0,0,0,0,0,0,0,0,0
2671,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,4.7,34.0,7.27,23.0,5.0,1.0,4.0,0.0,2.0,0.43,2.0,0.0,0.0,0.0,23,1,419,1,1,1,0,0,3,0,0,0
2672,Petar Stojanović,si SVN,DF,Empoli,it Serie A,25,30.4,79.0,2.6,66.0,4.0,6.0,1.0,0.0,4.0,0.13,3.0,1.0,0.0,0.0,33,32,2735,1,1,1,0,0,11,1,0,0
2673,John Stones,eng ENG,DF,Manchester City,eng Premier League,27,12.4,13.0,1.05,12.0,0.0,0.0,1.0,0.0,1.0,0.08,0.0,0.0,1.0,0.0,14,12,1119,1,0,1,0,0,0,0,1,0
2674,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,23.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,23,23,2070,0,0,0,0,0,2,0,0,0
