,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
2675,Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,10.4,11.0,1.06,8.0,2.0,0.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,11,11,933,0,0,0,0,0,2,1,0,0
2676,Dávid Strelec,sk SVK,"FW,MF",Spezia,it Serie A,20,5.6,14.0,2.5,13.0,0.0,1.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,10,7,502,1,0,1,0,0,0,0,0,0
2678,Tobias Strobl,de GER,"MF,DF",Augsburg,de Bundesliga,31,3.6,6.0,1.67,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,323,0,0,0,0,0,1,0,0,0
2679,Kevin Strootman,nl NED,MF,Cagliari,it Serie A,31,7.1,6.0,0.84,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,7,640,0,0,0,0,0,4,0,0,0
2680,Pascal Struijk,nl NED,"DF,MF",Leeds United,eng Premier League,21,22.8,21.0,0.92,18.0,0.0,0.0,2.0,1.0,1.0,0.04,0.0,0.0,1.0,0.0,29,22,2055,1,0,1,0,0,6,1,0,0
2681,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,30,7.6,16.0,2.11,11.0,3.0,1.0,1.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,11,8,684,0,1,0,0,0,0,0,0,0
2682,Leo Štulac,si SVN,MF,Empoli,it Serie A,26,9.3,21.0,2.28,15.0,5.0,0.0,0.0,1.0,4.0,0.43,4.0,0.0,0.0,0.0,23,8,833,2,2,2,0,0,1,0,0,0
2683,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,19.6,30.0,1.53,20.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25,24,1766,0,0,0,0,0,12,0,0,0
2684,Damián Suárez,uy URU,DF,Getafe,es La Liga,33,30.1,80.0,2.66,57.0,15.0,2.0,2.0,2.0,6.0,0.2,4.0,0.0,0.0,0.0,35,31,2711,0,3,0,0,0,13,0,0,0
2685,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,31.3,100.0,3.19,67.0,20.0,6.0,4.0,1.0,12.0,0.38,8.0,0.0,1.0,1.0,38,33,2819,4,6,4,0,0,4,0,0,0
2686,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,20.4,38.0,1.86,27.0,0.0,2.0,5.0,2.0,7.0,0.34,4.0,1.0,1.0,0.0,35,20,1835,11,2,9,2,3,7,0,1,1
2687,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,7.9,7.0,0.88,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,8,712,0,0,0,0,0,2,0,0,0
2688,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,25,10.1,42.0,4.15,28.0,0.0,6.0,3.0,1.0,8.0,0.79,8.0,0.0,0.0,0.0,22,11,911,2,6,2,0,0,1,1,0,0
2689,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,20.4,28.0,1.37,22.0,1.0,2.0,3.0,0.0,5.0,0.25,4.0,0.0,1.0,0.0,28,19,1837,1,2,1,0,0,2,0,1,0
2690,Kamaldeen Sulemana,gh GHA,"MF,FW",Rennes,fr Ligue 1,19,11.3,46.0,4.07,34.0,1.0,7.0,1.0,1.0,4.0,0.35,3.0,1.0,0.0,0.0,20,11,1015,4,2,4,0,0,3,0,0,0
2691,Crysencio Summerville,nl NED,"MF,FW",Leeds United,eng Premier League,19,1.4,3.0,2.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,130,0,0,0,0,0,0,0,0,0
2692,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,22,0,0,0,0,0,0,0,0,1
2693,Suso,es ESP,FW,Sevilla,es La Liga,27,4.3,13.0,3.05,10.0,0.0,2.0,1.0,0.0,3.0,0.7,2.0,0.0,1.0,0.0,8,6,384,0,1,0,0,0,0,0,0,1
2694,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,10.2,6.0,0.59,6.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,24,6,920,0,0,0,0,0,0,0,0,0
2695,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,28.5,62.0,2.18,45.0,10.0,3.0,1.0,1.0,6.0,0.21,5.0,0.0,0.0,0.0,36,31,2564,3,3,3,0,0,7,0,0,0
2696,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,13.7,6.0,0.44,5.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,18,13,1236,0,0,0,0,0,2,1,0,0
2697,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,157,0,0,0,0,0,1,0,0,0
2698,Mamadou Sylla,sn SEN,"FW,MF",Alavés,es La Liga,27,4.4,3.0,0.68,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,4,394,0,0,0,0,0,1,0,0,0
2699,Mamadou Sylla,sn SEN,FW,Rayo Vallecano,es La Liga,27,2.8,5.0,1.76,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,253,0,0,0,0,0,2,0,0,1
2700,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,2.9,6.0,2.08,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,260,1,0,1,0,0,1,0,0,1
2701,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,33.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33,2970,0,0,0,0,0,2,0,1,0
2702,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,20,17.1,78.0,4.55,46.0,25.0,3.0,2.0,0.0,13.0,0.76,7.0,1.0,0.0,0.0,31,15,1543,6,8,6,0,1,2,0,0,0
2704,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,eng Premier League,23,6.7,5.0,0.75,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,604,0,0,0,0,0,0,0,0,0
2705,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,19.6,45.0,2.3,33.0,0.0,7.0,3.0,0.0,5.0,0.26,1.0,2.0,1.0,0.0,33,20,1763,4,0,4,0,0,2,0,0,1
2706,Tachi,es ESP,DF,Alavés,es La Liga,23,2.7,1.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,239,0,0,0,0,0,1,0,0,0
2707,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,32.0,24.0,0.75,21.0,0.0,0.0,3.0,0.0,3.0,0.09,2.0,0.0,1.0,0.0,33,33,2878,2,2,2,0,0,4,0,0,0
2708,Waniss Taibi,fr FRA,"MF,FW",Angers,fr Ligue 1,19,1.5,1.0,0.68,0.0,0.0,0.0,1.0,0.0,1.0,0.68,0.0,0.0,1.0,0.0,7,1,132,0,0,0,0,0,2,0,0,0
2709,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,23.6,97.0,4.11,73.0,0.0,6.0,10.0,1.0,11.0,0.47,7.0,2.0,0.0,1.0,28,24,2125,5,3,5,0,0,3,0,0,0
2710,Adrien Tameze,cm CMR,"MF,DF",Hellas Verona,it Serie A,27,28.6,63.0,2.2,52.0,1.0,5.0,1.0,3.0,6.0,0.21,5.0,1.0,0.0,0.0,38,26,2574,4,2,4,0,0,4,0,0,0
2711,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,8.2,3.0,0.37,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,735,0,0,0,0,0,4,1,1,0
2712,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,15.7,15.0,0.96,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,13,1412,0,0,0,0,0,10,0,0,0
2713,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,20.2,10.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,19,1814,1,0,1,0,0,1,0,0,0
2714,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,29.2,93.0,3.18,58.0,31.0,0.0,1.0,1.0,3.0,0.1,2.0,0.0,0.0,0.0,30,29,2632,4,2,0,4,4,6,0,0,0
2715,Matt Targett,eng ENG,DF,Aston Villa,eng Premier League,25,15.9,36.0,2.26,30.0,5.0,0.0,1.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,17,17,1431,1,1,1,0,0,2,0,0,0
2716,Matt Targett,eng ENG,DF,Newcastle Utd,eng Premier League,25,16.0,44.0,2.75,21.0,15.0,2.0,1.0,0.0,2.0,0.12,1.0,0.0,0.0,0.0,16,16,1440,0,0,0,0,0,1,0,0,0
2717,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,5,0,0,0,0,0,1,0,1,1
2718,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,34.5,28.0,0.81,24.0,1.0,0.0,2.0,1.0,2.0,0.06,2.0,0.0,0.0,0.0,35,35,3106,1,2,1,0,0,11,0,0,0
2719,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,540,0,0,0,0,0,0,0,1,0
2720,Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,20,5.4,6.0,1.11,4.0,0.0,0.0,1.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,11,6,487,0,0,0,0,0,1,1,0,0
2721,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,13.1,27.0,2.07,19.0,0.0,4.0,1.0,1.0,3.0,0.23,2.0,0.0,1.0,0.0,22,13,1176,1,1,1,0,0,2,0,1,0
2722,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,30.3,52.0,1.71,39.0,4.0,2.0,0.0,0.0,8.0,0.26,5.0,1.0,0.0,0.0,31,30,2731,0,3,0,0,0,3,0,0,0
2723,Loum Tchaouna,fr FRA,"FW,MF",Rennes,fr Ligue 1,17,1.0,3.0,3.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,87,0,0,0,0,0,0,0,0,0
2724,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,2.3,4.0,1.76,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,205,0,0,0,0,0,0,0,0,0
2725,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,32.5,71.0,2.18,50.0,0.0,7.0,7.0,3.0,8.0,0.25,8.0,0.0,0.0,0.0,35,33,2929,3,2,3,0,0,11,1,0,0
2726,Mathys Tel,fr FRA,"FW,MF",Rennes,fr Ligue 1,16,0.6,2.0,3.21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,56,0,0,0,0,0,0,0,0,0
2727,Jordan Tell,fr FRA,FW,Clermont Foot,fr Ligue 1,24,3.2,10.0,3.09,8.0,0.0,0.0,1.0,0.0,1.0,0.31,0.0,0.0,1.0,0.0,15,1,290,1,1,1,0,0,1,0,0,1
2728,Nathan Tella,eng ENG,"MF,FW",Southampton,eng Premier League,22,8.9,23.0,2.57,13.0,0.0,2.0,2.0,0.0,4.0,0.45,3.0,0.0,0.0,0.0,14,10,804,0,1,0,0,0,2,0,0,0
2730,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,18.4,51.0,2.77,27.0,18.0,1.0,2.0,1.0,5.0,0.27,0.0,0.0,0.0,0.0,21,18,1660,0,4,0,0,0,1,0,1,0
2731,Cristian Tello,es ESP,FW,Betis,es La Liga,29,9.1,31.0,3.4,24.0,0.0,1.0,4.0,2.0,2.0,0.22,2.0,0.0,0.0,0.0,23,5,819,2,2,2,0,0,2,0,0,1
2732,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,11.9,19.0,1.59,12.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,12,1073,0,0,0,0,0,2,0,0,0
2733,Marc Tenas,es ESP,"FW,MF",Alavés,es La Liga,20,0.6,2.0,3.33,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,54,0,0,0,0,0,2,0,0,0
2734,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,35.0,8.0,0.23,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,35,3150,0,0,0,0,0,3,0,1,0
2735,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,0,0,0,0,0,0,0,0,0
2736,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,31.8,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,31,2862,0,0,0,0,0,0,0,0,0
2737,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,24,30.9,108.0,3.5,85.0,0.0,6.0,10.0,2.0,18.0,0.58,14.0,1.0,1.0,0.0,37,37,2779,21,3,19,2,2,1,0,0,0
2738,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,3.0,8.0,2.65,6.0,2.0,0.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,14,1,274,0,1,0,0,0,1,0,0,0
2739,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,349,0,0,0,0,0,2,1,0,0
2740,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,7.6,11.0,1.46,7.0,0.0,3.0,0.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,20,6,680,0,0,0,0,0,1,1,0,0
2741,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,21,6.5,32.0,4.94,21.0,3.0,2.0,4.0,0.0,8.0,1.23,6.0,1.0,0.0,0.0,9,7,583,2,5,2,0,0,1,0,0,0
2742,Cedric Teuchert,de GER,"MF,FW",Union Berlin,de Bundesliga,24,1.2,3.0,2.57,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,105,0,0,0,0,0,0,0,0,0
2743,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,26.9,24.0,0.89,23.0,0.0,0.0,1.0,0.0,4.0,0.15,4.0,0.0,0.0,0.0,31,28,2424,2,1,2,0,0,6,0,0,0
2744,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,19,13.2,46.0,3.47,40.0,1.0,4.0,0.0,0.0,8.0,0.6,6.0,2.0,0.0,0.0,29,10,1192,3,3,3,0,0,6,0,0,0
2745,Sada Thioub,sn SEN,FW,Angers,fr Ligue 1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3,0,0,0,0,0,0,0,0,1
2746,Sada Thioub,sn SEN,"DF,MF",Saint-Étienne,fr Ligue 1,26,10.6,25.0,2.37,20.0,1.0,2.0,1.0,1.0,3.0,0.28,3.0,0.0,0.0,0.0,17,11,950,0,1,0,0,0,2,0,0,0
2747,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,21.2,28.0,1.32,17.0,6.0,2.0,2.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,22,21,1912,0,1,0,0,0,2,0,0,0
2748,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,28.5,16.0,0.56,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,29,2563,2,0,2,0,0,9,0,0,0
2749,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,26.5,90.0,3.39,67.0,4.0,6.0,5.0,2.0,13.0,0.49,10.0,1.0,2.0,0.0,31,27,2389,8,4,8,0,0,2,1,0,0
2750,Erik Thommy,de GER,"FW,MF",Stuttgart,de Bundesliga,26,3.0,17.0,5.58,9.0,4.0,1.0,2.0,0.0,1.0,0.33,0.0,0.0,1.0,0.0,11,1,274,0,0,0,0,0,0,0,0,0
2751,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,1.6,1.0,0.62,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,146,0,0,0,0,0,0,0,0,0
2752,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,32.7,41.0,1.25,36.0,0.0,1.0,2.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,35,35,2943,3,1,3,0,0,10,0,0,0
2753,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,9.5,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,10,855,0,0,0,0,0,3,1,0,0
2754,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,23,10.9,39.0,3.59,22.0,1.0,7.0,3.0,0.0,3.0,0.28,1.0,0.0,1.0,0.0,21,9,979,3,0,3,0,0,2,0,0,1
2756,Khéphren Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,20,21.1,52.0,2.46,40.0,0.0,5.0,4.0,1.0,9.0,0.43,6.0,1.0,1.0,0.0,36,20,1901,4,2,4,0,0,4,0,0,0
2757,Alexis Tibidi,fr FRA,"MF,FW",Stuttgart,de Bundesliga,17,4.3,15.0,3.49,12.0,0.0,0.0,2.0,0.0,1.0,0.23,0.0,0.0,1.0,0.0,13,2,385,0,0,0,0,0,1,0,0,0
2758,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1.7,6.0,3.6,6.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,6,2,150,0,0,0,0,0,0,0,0,0
2759,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,29.2,101.0,3.45,80.0,5.0,6.0,6.0,3.0,15.0,0.51,14.0,0.0,1.0,0.0,32,29,2631,6,4,4,2,2,3,0,0,0
2760,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,21.3,44.0,2.07,36.0,5.0,1.0,1.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,22,22,1915,1,3,1,0,0,0,0,1,0
2761,Steffen Tigges,de GER,"FW,MF",Dortmund,de Bundesliga,23,1.2,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,112,3,0,3,0,0,0,0,1,0
2762,Malik Tillman,us USA,"FW,MF",Bayern Munich,de Bundesliga,19,1.2,5.0,4.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,104,0,0,0,0,0,0,0,1,0
2763,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,22.3,50.0,2.25,31.0,9.0,4.0,3.0,2.0,4.0,0.18,3.0,1.0,0.0,0.0,29,23,2004,1,2,1,0,0,3,0,0,0
2764,David Timor,es ESP,MF,Getafe,es La Liga,31,3.8,4.0,1.06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,341,0,0,0,0,0,2,0,0,0
2765,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,34.6,34.0,0.98,26.0,1.0,1.0,6.0,0.0,4.0,0.12,2.0,0.0,2.0,0.0,36,35,3115,1,0,1,0,0,6,0,0,0
2766,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5,0,0,0,0,0,0,0,0,0
2767,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,28,25.5,85.0,3.33,65.0,0.0,14.0,5.0,0.0,12.0,0.47,9.0,1.0,2.0,0.0,30,26,2296,12,5,10,2,2,3,0,0,1
2768,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,7.8,28.0,3.58,26.0,1.0,0.0,1.0,0.0,5.0,0.64,5.0,0.0,0.0,0.0,15,8,703,2,1,2,0,0,0,0,1,0
2769,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,15.5,35.0,2.25,33.0,1.0,0.0,0.0,0.0,5.0,0.32,4.0,0.0,0.0,0.0,20,15,1399,0,1,0,0,0,2,0,0,0
2770,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,16.0,26.0,1.63,23.0,0.0,1.0,2.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,20,16,1438,1,1,1,0,0,6,0,0,0
2771,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,32.4,71.0,2.19,50.0,0.0,5.0,10.0,0.0,9.0,0.28,5.0,1.0,2.0,0.0,34,33,2914,17,3,12,5,5,7,2,0,1
2772,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,11.9,26.0,2.18,15.0,0.0,4.0,2.0,0.0,2.0,0.17,0.0,0.0,1.0,0.0,14,13,1075,4,0,4,0,0,2,0,0,1
2773,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,22,18.7,34.0,1.82,32.0,0.0,1.0,0.0,1.0,4.0,0.21,4.0,0.0,0.0,0.0,21,20,1679,0,1,0,0,0,2,0,1,0
2774,Takehiro Tomiyasu,jp JPN,DF,Bologna,it Serie A,22,0.1,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,10,0,0,0,0,0,0,0,0,0
2775,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,6.1,3.0,0.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,547,1,0,1,0,0,2,0,0,0
2776,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,30.2,19.0,0.63,19.0,0.0,0.0,0.0,0.0,3.0,0.1,3.0,0.0,0.0,0.0,31,30,2718,0,0,0,0,0,4,0,1,0
2777,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,28.9,82.0,2.84,49.0,22.0,2.0,6.0,0.0,5.0,0.17,4.0,0.0,0.0,0.0,36,31,2600,5,2,5,0,0,9,0,1,0
2778,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,9.7,14.0,1.45,11.0,0.0,0.0,1.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,14,8,870,0,0,0,0,0,4,0,0,0
2779,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,32.3,94.0,2.91,57.0,1.0,2.0,18.0,2.0,10.0,0.31,5.0,1.0,0.0,0.0,33,32,2909,12,5,7,5,5,8,0,0,1
2780,Ernesto Torregrossa,ve VEN,FW,Sampdoria,it Serie A,29,1.3,6.0,4.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,116,0,0,0,0,0,1,0,0,1
2782,Lucas Torreira,uy URU,MF,Fiorentina,it Serie A,25,24.4,60.0,2.46,51.0,1.0,0.0,2.0,2.0,6.0,0.25,3.0,0.0,1.0,1.0,31,26,2195,5,1,5,0,0,10,1,0,0
2783,Raúl Torrente,es ESP,DF,Granada,es La Liga,19,14.2,8.0,0.56,5.0,0.0,0.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,18,15,1282,0,0,0,0,0,5,0,0,0
2784,Ferrán Torres,es ESP,FW,Manchester City,eng Premier League,21,3.4,5.0,1.49,4.0,0.0,0.0,1.0,0.0,2.0,0.59,2.0,0.0,0.0,0.0,4,4,303,2,1,2,0,0,0,0,1,1
2785,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,21,15.7,38.0,2.42,26.0,0.0,4.0,3.0,0.0,5.0,0.32,4.0,0.0,1.0,0.0,18,17,1412,4,4,3,1,1,1,0,1,1
2786,Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,26,11.2,25.0,2.23,21.0,1.0,1.0,0.0,2.0,6.0,0.54,5.0,0.0,0.0,1.0,26,11,1008,2,3,2,0,0,2,0,0,0
2787,Pau Torres,es ESP,DF,Villarreal,es La Liga,24,31.7,30.0,0.95,26.0,0.0,0.0,3.0,0.0,5.0,0.16,5.0,0.0,0.0,0.0,33,33,2855,5,1,5,0,0,5,0,0,0
2788,Roberto Torres,es ESP,"MF,FW",Osasuna,es La Liga,32,9.0,36.0,3.99,23.0,9.0,0.0,3.0,0.0,3.0,0.33,2.0,0.0,0.0,0.0,28,6,809,2,2,0,2,2,3,0,0,0
2789,Lucas Torró,es ESP,MF,Osasuna,es La Liga,27,30.3,40.0,1.32,31.0,0.0,1.0,1.0,2.0,2.0,0.07,2.0,0.0,0.0,0.0,33,32,2725,1,0,1,0,0,10,0,0,0
2790,Jordan Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,23,5.4,1.0,0.19,1.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,7,6,483,0,1,0,0,0,1,0,0,0
2791,Cenk Tosun,tr TUR,MF,Everton,eng Premier League,30,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,0,0,0,0,0,0,0,0,0
2792,Abdoulaye Touré,fr FRA,MF,Genoa,it Serie A,27,4.8,4.0,0.84,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,430,0,0,0,0,0,1,0,0,0
2793,Almamy Touré,ml MLI,"DF,MF",Eint Frankfurt,de Bundesliga,25,5.6,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,5,506,0,0,0,0,0,2,0,0,0
2794,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,24,21.8,38.0,1.74,28.0,0.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30,22,1962,2,0,2,0,0,3,0,0,0
2795,Yoann Touzghar,tn TUN,FW,Troyes,fr Ligue 1,34,16.2,33.0,2.04,25.0,0.0,0.0,5.0,1.0,2.0,0.12,1.0,0.0,1.0,0.0,28,16,1457,4,0,4,0,0,0,0,0,1
2796,Andros Townsend,eng ENG,"MF,FW",Everton,eng Premier League,30,16.2,55.0,3.4,39.0,9.0,1.0,2.0,0.0,4.0,0.25,4.0,0.0,0.0,0.0,21,17,1455,3,2,2,1,1,3,0,0,0
